Price,Close,High,Low,Open,Volume
Ticker,NVDA,NVDA,NVDA,NVDA,NVDA
Date,,,,,
2024-01-02,48.15434646606445,49.281025929370266,47.58151083051483,49.23004169676173,411254000
2024-01-03,47.55551528930664,48.17033881225813,47.30658532716137,47.4715394679009,320896000
2024-01-04,47.984397888183594,48.48625451702809,47.494535082082315,47.753460549538744,306535000
2024-01-05,49.08308029174805,49.53295347185659,48.29230418752573,48.44826200298403,415039000
2024-01-08,52.23818588256836,52.2601828190254,49.46497398392272,49.49796557499239,642510000
2024-01-09,53.12493896484375,54.30960449650358,51.67534914710015,52.38614999154251,773100000
2024-01-10,54.334590911865234,54.584520039911745,53.473834933855194,53.600801646197304,533796000
2024-01-11,54.806461334228516,55.33031490047268,53.544821777629075,54.983413122715525,596759000
2024-01-12,54.694488525390625,54.9544169497117,54.31459900309948,54.60451388829729,352994000
2024-01-16,56.36602020263672,56.81889092877514,54.88444178651728,55.0024083735072,449580000
2024-01-17,56.037113189697266,56.45499397545113,54.7244856339136,56.33102857407022,474394000
2024-01-18,57.090816497802734,57.58367683091034,56.09109985967154,57.24377302140108,491650000
2024-01-19,59.47413635253906,59.48313267234828,57.208776074135685,57.97255943096109,543501000
2024-01-22,59.63709259033203,60.31390267208267,59.053258469820804,60.03198109970271,452955000
2024-01-23,59.85603332519531,59.89302158867447,58.568396325749006,59.553117790794914,294654000
2024-01-24,61.344608306884766,62.83118637351858,59.92101211022401,60.286909507412325,560271000
2024-01-25,61.59953689575195,62.70122575329452,60.83275217618799,62.33232704147068,482777000
2024-01-26,61.013702392578125,61.765491995354566,60.555835817733005,60.942723367823895,390309000
2024-01-29,62.447296142578125,62.47128760142016,60.88973905781223,61.21464389448456,348733000
2024-01-30,62.75620651245117,63.475004499078025,62.24235225414493,62.88217406530116,410735000
2024-01-31,61.50956726074219,62.2513576008511,60.682801919947934,61.422590111445416,453795000
2024-02-01,63.00913619995117,63.17309118059886,61.63252759196923,62.08239699411671,369146000
2024-02-02,66.14124298095703,66.58111302570877,63.6719383532705,63.95585821734189,476578000
2024-02-05,69.3123550415039,69.47730920290685,67.1859588396486,68.20566645977358,680078000
2024-02-06,68.20366668701172,69.7342310660323,66.28121510060156,69.61026565572277,683111000
2024-02-07,70.0791244506836,70.20009234122578,67.58083242173012,68.29963033929545,495575000
2024-02-08,69.62125396728516,70.77392694243356,69.43530969256643,70.05412985913416,414422000
2024-02-09,72.11256408691406,72.16454367786442,70.19210316169159,70.5130113509279,436637000
2024-02-12,72.22752380371094,74.58985301987923,71.2298055691369,72.57942141236886,613710000
2024-02-13,72.10755920410156,73.42918318120587,69.60027429759032,70.38005204606957,602580000
2024-02-14,73.87906646728516,74.21496981774756,71.91762429392091,73.18126615558889,504917000
2024-02-15,72.63739776611328,73.95402572408746,72.37947530532118,73.8480605966985,420122000
2024-02-16,72.59241485595703,74.38090918024592,72.4804470935105,74.07899283769257,495327000
